Subject,CatNbr,Course Title,Sect,Type,Location,Summer 2019,Fall 2019,Spring 2020,Summer 2020,Fall 2020,Spring 2021,Summer 2021,Fall 2021,Spring 2022,Summer 2022,Fall 2022,Spring 2023,Summer 2023,Fall 2023,Spring 2024,Summer 2024,Fall 2024
CMNS,387,Special Topics / Communication,D100,SEM,BURNABY,,36.0,,,36.0,,,,,,,,,,,,
CMNS,388,Special Topics Communication,D100,LEC,BURNABY,,,,,,,,,,,,64.0,,,,,
CMNS,395,Communication Practicum I,D100,COP,BURNABY,,,,,25.0,25.0,25.0,,,,,,,,,,
CMNS,395,Communication Practicum I,D100,COP,METRO,,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
CMNS,395,Communication Practicum I,D100,PRA,BURNABY,25.0,25.0,25.0,25.0,,,,,,,,,,,,,
CMNS,395,Communication Practicum I,D200,COP,OFF,,,,,5.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,,,
CMNS,395,Communication Practicum I,D200,PRA,OFF,,25.0,5.0,15.0,,,,,,,,,,,,,
CMNS,395,Communication Practicum I,I100,COP,OFF,,,,,,5.0,,5.0,,,5.0,,,,,5.0,
CMNS,395,Communication Practicum I,I100,PRA,OFF,5.0,,5.0,,,,,,,,,,,,,,
CMNS,396,Communication Practicum II,D100,COP,BURNABY,,,,,25.0,25.0,25.0,,,,,,,,,,
CMNS,396,Communication Practicum II,D100,COP,METRO,,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
CMNS,396,Communication Practicum II,D100,PRA,BURNABY,25.0,25.0,25.0,25.0,,,,,,,,,,,,,
CMNS,396,Communication Practicum II,D200,COP,OFF,,,,,,5.0,5.0,,,5.0,,5.0,,,5.0,,
CMNS,396,Communication Practicum II,D200,PRA,OFF,15.0,25.0,,,,,,,,,,,,,,,
CMNS,396,Communication Practicum II,I100,COP,BURNABY,,,,,5.0,,,,,,,,,,,,
CMNS,396,Communication Practicum II,I100,COP,OFF,,,,,,,5.0,5.0,5.0,,,,,,,,
CMNS,396,Communication Practicum II,I100,PRA,OFF,5.0,5.0,,5.0,,,,,,,,,,,,,
CMNS,408,Network Proj. Group,D100,IND,BURNABY,,,,,,,4.0,,1.0,,,,,,,,
CMNS,408,Network Proj. Group,D100,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
CMNS,408,Network Proj. Group,D200,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
CMNS,410,Media and Ideology,D100,SEM,HRBRCNTR,,,,,,,,,,,,,,,,,41.0
CMNS,410,Media and Ideology,E100,SEM,BURNABY,,,,,,25.0,,,,,,,,,,,
CMNS,410,Media and Ideology,E100,SEM,HRBRCNTR,,,,,64.0,,,30.0,,,30.0,,,,,,
CMNS,410,Media and Ideology,E200,SEM,HRBRCNTR,,,,,,,,,,,,,,40.0,,,
CMNS,423,Globalization: Cultural Issues,D100,SEM,BURNABY,,,,,,,,,,,,18.0,,,,,
CMNS,423,Globalization: Cultural Issues,D100,SEM,HRBRCNTR,,,,15.0,25.0,,,,20.0,,,,,,,,
CMNS,424,"Colonialism, Culture, Identity",D100,SEM,BURNABY,,,,,,,,,,,,,,25.0,25.0,,
CMNS,424,"Colonialism, Culture, Identity",D100,SEM,HRBRCNTR,,,,,,,,,20.0,,,,,,,,
CMNS,425,Applied Cmns for Social Issues,D100,SEM,HRBRCNTR,,40.0,40.0,,45.0,,,45.0,,,45.0,,,45.0,44.0,,40.0
CMNS,426,Video Design for Social Cmns,D100,SEM,BURNABY,,,36.0,,36.0,18.0,,36.0,36.0,,36.0,36.0,,,36.0,,36.0
CMNS,428,Media Analysis Grp,D100,IND,BURNABY,,,1.0,1.0,,,,,,,,,,,,,
CMNS,428,Media Analysis Grp,D400,IND,BURNABY,,,,,,,14.0,,,,,,,,,,
CMNS,431,News Research and Analysis,D100,SEM,BURNABY,,,,,25.0,,,,,,,,,,,25.0,
CMNS,431,News Research and Analysis,E100,SEM,BURNABY,,,,,,,,25.0,,,,,,,,,
CMNS,432,Political Communication,B100,SEM,BURNABY,,,,,,,,,,,,,,,,30.0,
CMNS,432,Political Communication,D100,SEM,BURNABY,,,35.0,,,35.0,,,,,,,,,,,
CMNS,432,Political Communication,D100,SEM,HRBRCNTR,,30.0,,,,,,,,,,,,,,,
CMNS,432,Political Communication,D200,SEM,BURNABY,,,,,,,,,,,,,45.0,,,,
CMNS,432,Political Communication,E100,SEM,BURNABY,,,,,30.0,,,35.0,,,,,,,,,
CMNS,433,Issues in Cmns Cultural Policy,D100,SEM,HRBRCNTR,,,20.0,,,,,,,,,,,,,,
CMNS,437,Media Democratization,B100,SEM,BURNABY,,,,,,,,,25.0,,,,,,,,
CMNS,437,Media Democratization,D100,SEM,BURNABY,,,,,,,,,,25.0,,,20.0,,,,
CMNS,437,Media Democratization,E100,SEM,HRBRCNTR,,20.0,,,,,,,,,,,,,,,
CMNS,440,"Labour, CMNS and the Media",D100,SEM,BURNABY,,,,,,10.0,,,,,,,,,,,
CMNS,440,"Labour, CMNS and the Media",D100,SEM,HRBRCNTR,,,10.0,,,,,,10.0,,,10.0,,,10.0,,
CMNS,443,Comparative Asian Media System,D100,SEM,HRBRCNTR,,25.0,40.0,,30.0,,,,,,35.0,25.0,,30.0,,,36.0
CMNS,444,Political Economy of Intl.Cmns,D100,SEM,BURNABY,,30.0,,,,30.0,,,,,,,,,,,
CMNS,445,Media Popular Culture in China,D100,SEM,BURNABY,,,,,,,,,,,,40.0,,,,40.0,
CMNS,445,Media Popular Culture in China,D100,SEM,HRBRCNTR,,,,,,,,,,,,,50.0,,,,
CMNS,445,Media Popular Culture in China,E100,SEM,BURNABY,,30.0,40.0,,,30.0,,,,,40.0,,,,,,
CMNS,445,Media Popular Culture in China,E100,SEM,HRBRCNTR,,,,,64.0,,,,,40.0,,,,,,,
CMNS,445,Media Popular Culture in China,J100,SEM,HRBRCNTR,,,,32.0,,,,,,,,,,,,,
CMNS,446,"Communication, Science, Tech",D100,SEM,HRBRCNTR,,,,,,,,25.0,,,40.0,,,40.0,,,
CMNS,446,"Communication, Science, Tech",D300,SEM,HRBRCNTR,,,,,,,,,35.0,,,,,,,,
CMNS,446,"Communication, Science, Tech",E100,SEM,BURNABY,,,,,20.0,,,,,,,,,,,,
CMNS,446,"Communication, Science, Tech",OL01,OLC,BURNABY,,,,,,,,,,,,18.0,,,,,60.0
CMNS,452,Race and the Media,D100,SEM,BURNABY,,15.0,35.0,,,35.0,32.0,,40.0,40.0,,,40.0,40.0,40.0,40.0,
CMNS,452,Race and the Media,D100,SEM,HRBRCNTR,,,,40.0,40.0,,,30.0,,,,,,,,,
CMNS,452,Race and the Media,D200,SEM,BURNABY,,,,,,,,,,,,,,,,,40.0
CMNS,452,Race and the Media,E100,SEM,BURNABY,35.0,,,,,,,,,,40.0,,,,,,
CMNS,452,Race and the Media,E100,SEM,HRBRCNTR,,,,,,,,,,,,40.0,,,,,
CMNS,452,Race and the Media,J100,SEM,HRBRCNTR,,,32.0,,,,,,,,,,,,,,
CMNS,453,Issues in Information Society,C100,OLC,BURNABY,,,,,65.0,65.0,,,,,,,,,,,
CMNS,453,Issues in Information Society,C100,SEC,BURNABY,65.0,65.0,65.0,65.0,,,,,,,,,,,,,
CMNS,453,Issues in Information Society,C200,OLC,BURNABY,,,,,65.0,65.0,,,,,,,,,,,
CMNS,453,Issues in Information Society,C200,SEC,BURNABY,,65.0,,65.0,,,,,,,,,,,,,
CMNS,453,Issues in Information Society,D100,SEM,BURNABY,,,40.0,,,,,,,,,,,,,,
CMNS,453,Issues in Information Society,D100,SEM,HRBRCNTR,,,,,40.0,,60.0,,,40.0,,40.0,,,,,
CMNS,453,Issues in Information Society,D200,LEC,HRBRCNTR,,,,,,,60.0,,,,,,,,,,
CMNS,453,Issues in Information Society,D200,SEM,HRBRCNTR,,,,,,,,,40.0,,,,,,,,
CMNS,453,Issues in Information Society,D300,SEM,HRBRCNTR,,,,,,,,,40.0,,,,,,,,
CMNS,453,Issues in Information Society,OL01,OLC,BURNABY,,,,,,,,120.0,,85.0,120.0,80.0,80.0,120.0,85.0,150.0,120.0
CMNS,453,Issues in Information Society,OL02,OLC,BURNABY,,,,,,,,,,,,,,,84.0,,
CMNS,455W,Fem. Approaches to Sci & Tech,E100,SEM,BURNABY,,,,,,,,,,,,,,,,,40.0
CMNS,455W,Women and New Info. Technol.,D100,SEM,BURNABY,,30.0,40.0,40.0,40.0,40.0,40.0,80.0,40.0,40.0,40.0,40.0,40.0,,40.0,40.0,
CMNS,455W,Women and New Info. Technol.,D200,SEM,BURNABY,,,,,,,,,,,40.0,,,,,,
CMNS,455W,Women and New Info. Technol.,E100,SEM,BURNABY,,,,,,,,,,,,,,45.0,,,
CMNS,458,Info Technology Grp,D100,IND,BURNABY,,,,1.0,,,,,,,,,,,,,
CMNS,458,Info Technology Grp,D100,SEM,BURNABY,,,15.0,,,,,,,,,,,,,,
CMNS,460,Dialogue and Public Issues,D100,SEM,HRBRCNTR,,,,25.0,,,,,,,,,,,,,
CMNS,461,Field Placement in Dialogue,D100,FLD,BURNABY,,,,,1.0,1.0,,,,,,,,,,,
CMNS,479,Directed Study,D001,IND,BURNABY,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0
CMNS,479,Directed Study,D001,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,479,Directed Study,D002,IND,BURNABY,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,
CMNS,479,Directed Study,D002,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,479,Directed Study,D003,IND,BURNABY,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,
CMNS,479,Directed Study,D003,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,479,Directed Study,D004,IND,BURNABY,,,1.0,,,1.0,,,1.0,,,1.0,,,,,
CMNS,479,Directed Study,D005,IND,BURNABY,,,1.0,,,1.0,,,1.0,,,,,,,,
CMNS,479,Directed Study,D006,IND,BURNABY,,,1.0,,,1.0,,,,,,,,,,,
CMNS,479,Directed Study,D007,IND,BURNABY,,,1.0,,,,,,,,,,,,,,
CMNS,479,Directed Study,D008,IND,BURNABY,,,1.0,,,,,,,,,,,,,,
CMNS,479,Directed Study,D009,IND,OFF,,,1.0,,,,,,,,,,,,,,
CMNS,480,Directed Study,D001,IND,BURNABY,,,,1.0,,1.0,,,1.0,,1.0,,,,,,
CMNS,480,Directed Study,D001,SEC,BURNABY,1.0,1.0,,,,,,,,,,,,,,,
CMNS,480,Directed Study,D002,IND,BURNABY,,,,,,,,,1.0,,1.0,,,,,,
CMNS,480,Directed Study,D002,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
CMNS,480,Directed Study,D003,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
CMNS,481,Directed Study,D001,IND,BURNABY,,,,,1.0,,1.0,,,1.0,,,,,3.0,,
CMNS,481,Directed Study,D002,IND,BURNABY,,,,,,,1.0,,,,,,,,,,
CMNS,482,Directed Study,D001,IND,BURNABY,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,
CMNS,482,Directed Study,D001,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,482,Directed Study,D002,IND,BURNABY,,,1.0,,,,,,,,,1.0,,,,,
CMNS,482,Directed Study,D002,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,483,Directed Study,D001,IND,BURNABY,,,1.0,,,,,,,,,1.0,,,,,
CMNS,483,Directed Study,D001,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,483,Directed Study,D002,SEC,BURNABY,,1.0,,,,,,,,,,,,,,,
CMNS,483,Directed Study,D009,SEC,OFF,,1.0,,,,,,,,,,,,,,,
CMNS,486,Special Topics in Cmns,D100,SEM,BURNABY,,,15.0,,,15.0,,,,,24.0,20.0,,,,,20.0
CMNS,486,Special Topics in Cmns,D200,SEM,BURNABY,,,,,,,,25.0,,,,,,,,,
CMNS,486,Special Topics in Cmns,D300,SEM,HRBRCNTR,,,,,,,,,21.0,,,,,,,,
CMNS,486,Special Topics in Cmns,E100,SEM,HRBRCNTR,,18.0,,,20.0,,,,,,,,,,,,
CMNS,487,Special Topics Communication,D100,SEM,BURNABY,,,,,25.0,25.0,,,25.0,,,18.0,,,20.0,,20.0
CMNS,487,Special Topics Communication,D100,SEM,HRBRCNTR,,20.0,,,,,,,,,,,,,,,
CMNS,487,Special Topics Communication,E100,SEM,HRBRCNTR,,,,,,,,25.0,,,,25.0,,,,,
CMNS,488,Selected Topics in Cmns,D100,SEM,BURNABY,,,,,,25.0,,20.0,,,20.0,20.0,,20.0,,,20.0
CMNS,488,Selected Topics in Cmns,D100,SEM,HRBRCNTR,,,20.0,,20.0,,,,,,,,,,,,
CMNS,488,Selected Topics in Cmns,D200,SEM,BURNABY,,,,,25.0,25.0,,,,,25.0,,,20.0,,,
CMNS,488,Selected Topics in Cmns,D200,SEM,HRBRCNTR,,,,,,,,25.0,,,,,,,,,
CMNS,488,Selected Topics in Cmns,E100,SEM,BURNABY,,,,,,,,25.0,,,,,,,,,
CMNS,488,Selected Topics in Cmns,E100,SEM,HRBRCNTR,,,,,,,,,25.0,,25.0,,,,,,
CMNS,494,Communication Practicum III,D100,COP,BURNABY,,,,,25.0,25.0,25.0,,,,,,,,,,
CMNS,494,Communication Practicum III,D100,COP,METRO,,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
CMNS,494,Communication Practicum III,D100,PRA,BURNABY,25.0,25.0,25.0,25.0,,,,,,,,,,,,,
CMNS,494,Communication Practicum III,D200,COP,OFF,,,,,5.0,,5.0,,,5.0,5.0,5.0,5.0,5.0,,,
CMNS,494,Communication Practicum III,D200,PRA,OFF,15.0,25.0,5.0,,,,,,,,,,,,,,
CMNS,494,Communication Practicum III,I100,COP,OFF,,,,,,5.0,,,,,,,5.0,,,,
CMNS,494,Communication Practicum III,I100,PRA,OFF,,5.0,5.0,5.0,,,,,,,,,,,,,
CMNS,495,Communication Practicum IV,D100,COP,BURNABY,,,,,25.0,25.0,25.0,,,,,,,,,,
CMNS,495,Communication Practicum IV,D100,COP,METRO,,,,,,,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
CMNS,495,Communication Practicum IV,D100,PRA,BURNABY,25.0,25.0,25.0,25.0,,,,,,,,,,,,,
CMNS,495,Communication Practicum IV,D200,COP,OFF,,,,,,,,,,,5.0,5.0,,,,,
CMNS,495,Communication Practicum IV,D200,PRA,OFF,,,5.0,,,,,,,,,,,,,,
CMNS,495,Communication Practicum IV,I100,COP,OFF,,,,,,,5.0,,,,,5.0,,,,,
CMNS,495,Communication Practicum IV,I100,PRA,OFF,5.0,,5.0,,,,,,,,,,,,,,
CMNS,496,Communication Practicum V,D100,COP,BURNABY,,,,,25.0,25.0,25.0,,,,,,,,,,
CMNS,496,Communication Practicum V,D100,COP,METRO,,,,,,,,25.0,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,
CMNS,496,Communication Practicum V,D100,PRA,BURNABY,25.0,10.0,25.0,25.0,,,,,,,,,,,,,
CMNS,496,Communication Practicum V,D200,COP,OFF,,,,,,,,,,,,,5.0,,,,
CMNS,497,Honours Research Proposal,D100,IND,BURNABY,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,
CMNS,497,Honours Research Proposal,D100,SEM,BURNABY,,18.0,,,,,,,,,,,,,,,
CMNS,497,Honours Research Proposal,D200,IND,BURNABY,,1.0,,,,,,,,,1.0,,,,,,
CMNS,498,Honours Research Project,D100,IND,BURNABY,,,,,10.0,,,,,1.0,,1.0,,1.0,1.0,,
CMNS,498,Honours Research Project,D100,SEM,BURNABY,,,10.0,,,,,,,,,,,,,,
CMNS,498,Honours Research Project,D200,IND,BURNABY,,,1.0,,,,,,,,,1.0,,,,,
CMPT,105W,Process of Prof. Writing,D100,LEC,BURNABY,,,,,100.0,,,,,,,,,,,,
CMPT,105W,Process of Prof. Writing,D100,LEC,SURREY,,90.0,,,,,,,,,,,,,,,
CMPT,105W,Process of Prof. Writing,D200,LEC,SURREY,,,,,100.0,,,,,,,,,,,,
CMPT,105W,Soc. Issues & Cmns. Strategies,D100,LEC,BURNABY,,,,,,100.0,,100.0,100.0,,100.0,,200.0,,,200.0,
CMPT,105W,Soc. Issues & Cmns. Strategies,D100,LEC,SURREY,,,,,,,100.0,,,100.0,,,,,,,200.0
CMPT,105W,Soc. Issues & Cmns. Strategies,D200,LEC,BURNABY,,,,,,100.0,,,100.0,,,,150.0,,200.0,,
CMPT,105W,Soc. Issues & Cmns. Strategies,D200,LEC,SURREY,,,,,,,,,,,100.0,200.0,,,,,
CMPT,105W,Soc. Issues & Cmns. Strategies,E100,LEC,BURNABY,,,,,,,,,,,,200.0,,200.0,,,200.0
CMPT,105W,Soc. Issues & Cmns. Strategies,E100,LEC,SURREY,,,,,,,,100.0,,,,,,,,,
CMPT,105W,Soc. Issues & Cmns. Strategies,E200,LEC,SURREY,,,,,,,,,,,,,,200.0,,,
CMPT,106,"Science, Technology and Soc.",D100,LEC,SURREY,,70.0,,,,,,,,,,,,,,,
CMPT,115,Exploring CS,D100,LEC,BURNABY,,,,,,,200.0,200.0,,100.0,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D100,LEC,BURNABY,200.0,,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,400.0
CMPT,120,Intro.Cmpt.Sci/Programming I,D100,LEC,SURREY,,,,,,,,200.0,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D200,LEC,BURNABY,,,200.0,,200.0,200.0,200.0,195.0,200.0,200.0,,200.0,,195.0,200.0,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D300,LEC,BURNABY,,192.0,,,,,,195.0,,,200.0,195.0,,195.0,200.0,,200.0
CMPT,120,Intro.Cmpt.Sci/Programming I,D300,LEC,SURREY,,,,,200.0,,,,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D400,LEC,BURNABY,,400.0,,,,,,200.0,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D400,LEC,SURREY,,,200.0,,,200.0,,,200.0,,200.0,200.0,,200.0,200.0,,200.0
CMPT,120,Intro.Cmpt.Sci/Programming I,D500,LEC,BURNABY,,,,,200.0,,,,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,D500,LEC,SURREY,,208.0,,,,,,,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,E100,LEC,BURNABY,,,148.0,,,,,,,,,,,,,,
CMPT,120,Intro.Cmpt.Sci/Programming I,OL01,OLC,BURNABY,,,,,,,,,,,200.0,,,,,,
CMPT,125,Intro.Cmpt.Sci/Programming II,D100,LEC,BURNABY,180.0,180.0,200.0,210.0,200.0,200.0,200.0,195.0,200.0,200.0,200.0,250.0,200.0,200.0,200.0,200.0,
CMPT,125,Intro.Cmpt.Sci/Programming II,D200,LEC,BURNABY,,,,,,,,,200.0,,,200.0,,,200.0,,
CMPT,125,Intro.Cmpt.Sci/Programming II,E100,LEC,BURNABY,,,,,,,,,,,,,,200.0,,,200.0
CMPT,127,Computing Laboratory,D100,LAB,BURNABY,60.0,60.0,64.0,70.0,66.0,66.0,66.0,,,,,,,,,,
CMPT,127,Computing Laboratory,D200,LAB,BURNABY,60.0,60.0,64.0,70.0,67.0,67.0,67.0,,,,,,,,,,
CMPT,127,Computing Laboratory,D300,LAB,BURNABY,60.0,60.0,64.0,70.0,67.0,67.0,67.0,,,,,,,,,,
CMPT,128,Intro. Cmpt.Sci/Prgm/Engineers,D100,LEC,BURNABY,,150.0,,,150.0,,,,,,40.0,,,,,,
CMPT,128,Intro. Cmpt.Sci/Prgm/Engineers,E100,LEC,BURNABY,,,,,,,,200.0,,,,,,,,,
CMPT,129,Intro. to CS for Maths,D100,LEC,BURNABY,,,150.0,,,200.0,,,,,,,,,,,
CMPT,130,Intro to Computer Prog I,D100,LEC,SURREY,,100.0,,,150.0,,,200.0,200.0,,189.0,,,200.0,,,200.0
CMPT,130,Intro to Computer Prog I,D200,LEC,SURREY,,100.0,,,150.0,,,,,,,,,,,,
CMPT,135,Intro to Computer Prog II,D100,LEC,SURREY,,,118.0,,,200.0,,,,,,200.0,,,151.0,,
CMPT,135,Intro to Computer Prog II,D200,LEC,SURREY,,,,,,,,,200.0,,,,,,,,
CMPT,165,Intro Internet  World Wide Web,D100,LEC,BURNABY,200.0,200.0,200.0,200.0,,,,,,,,,,,,,
CMPT,201,Systems Programming,D100,LEC,BURNABY,,,,,,,,,,,,,,,150.0,,150.0
CMPT,210,Probability and Computing,D100,LEC,BURNABY,,,,,,,,,,100.0,100.0,75.0,100.0,100.0,75.0,,100.0
CMPT,210,Probability and Computing,D200,LEC,BURNABY,,,,,,,,,,,,,,,,,100.0
CMPT,213,Object Oriented Design in Java,D100,LEC,BURNABY,,,,,,,,120.0,,,,,,,,,
CMPT,213,Object Oriented Design in Java,D100,LEC,SURREY,,,,,,,200.0,,120.0,100.0,200.0,120.0,,100.0,100.0,120.0,120.0
CMPT,213,Object oriented design in Java,D100,LEC,BURNABY,,,,120.0,,,,,,,,,,,,,
CMPT,213,Object oriented design in Java,D100,LEC,SURREY,,,148.0,,120.0,,,,,,,,,,,,
CMPT,218,Special Topics Cmpt. Science,D100,LEC,BURNABY,,,,,,200.0,,,,,,,,150.0,,,
CMPT,218,Special Topics Cmpt. Science,D100,LEC,SURREY,,,,,,,,,200.0,,,,,,,,
CMPT,225,Data Structures/Programming,D100,LEC,BURNABY,200.0,208.0,184.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,215.0,225.0,184.0,,200.0,183.0
CMPT,225,Data Structures/Programming,D100,LEC,SURREY,,,,,,,,,200.0,,,,,,,,
CMPT,225,Data Structures/Programming,D200,LEC,BURNABY,,,,150.0,200.0,160.0,,200.0,200.0,,,,,,200.0,,
CMPT,225,Data Structures/Programming,D200,LEC,SURREY,,,144.0,,,,,,,200.0,120.0,200.0,200.0,216.0,,200.0,200.0
CMPT,225,Data Structures/Programming,E100,LEC,BURNABY,,,,,,,,,,,,,,,200.0,,
CMPT,225,Data Structures/Programming,E100,LEC,HRBRCNTR,,190.0,,,,,,,,,,,,,,,
CMPT,263,Intro to Human-Centered Comp.,D100,LEC,BURNABY,,,,,,,,,,,,,,,,,115.0
CMPT,263,Intro to Human-Centered Comp.,D100,LEC,SURREY,,,,,,,,,,,,,,,,200.0,
CMPT,272,Web Development I,D100,LEC,BURNABY,,,,,,,,,,,200.0,,,200.0,,,
CMPT,272,Web Development I,E100,LEC,BURNABY,,,,,,,,,,,,,,,,,200.0
CMPT,275,Software Engineering I,E100,LEC,BURNABY,,88.0,,,100.0,,,100.0,,,,,,,,,
CMPT,276,Intro Software Engineering,D100,LEC,BURNABY,88.0,,90.0,90.0,,120.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CMPT,276,Intro Software Engineering,D100,LEC,SURREY,,,,,100.0,,100.0,,,,,,,,,,
CMPT,276,Intro Software Engineering,D200,LEC,BURNABY,,,,90.0,100.0,100.0,100.0,,,,100.0,,,100.0,,,
CMPT,276,Intro Software Engineering,D200,LEC,SURREY,,,120.0,,,,,120.0,100.0,100.0,,100.0,100.0,,100.0,100.0,100.0
CMPT,276,Intro Software Engineering,D300,LEC,BURNABY,,,,,,,,,,,,,,,,,100.0
CMPT,276,Intro Software Engineering,D300,LEC,SURREY,,,,,,,,,,,100.0,,,100.0,,,
CMPT,276,Intro Software Engineering,E100,LEC,BURNABY,85.0,,,90.0,100.0,100.0,,,,,,,,,,,
CMPT,276,Intro Software Engineering,E200,LEC,BURNABY,,88.0,,,,,,,,,,,,,,,
CMPT,295,Intro. to Computer Systems,D100,LEC,BURNABY,,208.0,182.0,,,200.0,200.0,200.0,200.0,200.0,300.0,200.0,200.0,399.0,200.0,200.0,183.0
CMPT,295,Intro. to Computer Systems,D200,LEC,BURNABY,,208.0,,,,,,,,,,200.0,200.0,,120.0,,
CMPT,295,Intro. to Computer Systems,D200,LEC,SURREY,,,147.0,,,,,200.0,,,,,,,,,
CMPT,295,Intro. to Computer Systems,E100,LEC,BURNABY,,,,,200.0,,,,,,,,,,,,
CMPT,300,Operating Systems I,D100,LEC,BURNABY,195.0,200.0,,200.0,200.0,151.0,,,150.0,150.0,150.0,200.0,150.0,,,150.0,
CMPT,300,Operating Systems I,D100,LEC,SURREY,,,200.0,,,,150.0,150.0,,,,,,,,,
CMPT,300,Operating Systems I,D200,LEC,BURNABY,,,,200.0,,150.0,,150.0,,,,,,,,,
CMPT,300,Operating Systems I,D200,LEC,SURREY,,,,,,,,,,,120.0,100.0,,150.0,150.0,,
CMPT,300,Operating Systems I,E100,LEC,BURNABY,,,,,,,,,,,,,,100.0,150.0,,
CMPT,300,Operating Systems I,E100,LEC,SURREY,,,,,,,,,150.0,,,,,,,,
CMPT,305,Computer Simulation/Modelling,D100,LEC,BURNABY,,,,,,,,,150.0,,,100.0,,,100.0,,
CMPT,305,Computer Simulation/Modelling,E100,LEC,BURNABY,,,,,,150.0,,,,,,,,,,,
CMPT,307,Data Structures,D100,LEC,BURNABY,195.0,103.0,110.0,200.0,200.0,200.0,150.0,200.0,150.0,150.0,150.0,141.0,150.0,100.0,150.0,,150.0
CMPT,307,Data Structures,D100,LEC,SURREY,,,,,,,,,,,,,,,,150.0,
CMPT,307,Data Structures,D200,LEC,BURNABY,,105.0,,,,,,200.0,150.0,,,,,,,,150.0
CMPT,307,Data Structures,D200,LEC,SURREY,,,118.0,,,,,,,,,,,,120.0,,
CMPT,307,Data Structures,D300,LEC,BURNABY,,,,,,,,,,,,,,,150.0,,
CMPT,307,Data Structures,E100,LEC,BURNABY,,,,,,,,,,,,150.0,,150.0,,,
CMPT,308,Computability,D100,LEC,BURNABY,100.0,,,,75.0,,,75.0,,,150.0,,,150.0,,,
CMPT,310,Artificial Intelligence Survey,D100,LEC,BURNABY,195.0,200.0,123.0,250.0,150.0,150.0,,150.0,,150.0,,,,,,,
CMPT,310,Artificial Intelligence Survey,D100,LEC,SURREY,,,,,,,200.0,,,,,,,,,,
CMPT,310,Artificial Intelligence Survey,D200,LEC,BURNABY,,,,,,150.0,,,,,,,,,,,
CMPT,310,Artificial Intelligence Survey,D200,LEC,SURREY,,,118.0,,,,,,,,,,,,,,
CMPT,310,Artificial Intelligence Survey,E100,LEC,BURNABY,,,,,,,,,150.0,,,,,,,,
CMPT,310,Intro Artificial Intelligence,D100,LEC,BURNABY,,,,,,,,,,,150.0,150.0,150.0,150.0,150.0,150.0,150.0
CMPT,310,Intro Artificial Intelligence,D200,LEC,BURNABY,,,,,,,,,,,,,,,,150.0,
CMPT,310,Intro Artificial Intelligence,E100,LEC,BURNABY,,,,,,,,,,,,150.0,,,,,
CMPT,318,Special Topics Cmpt. Science,D100,LEC,BURNABY,,105.0,118.0,,150.0,150.0,,150.0,150.0,,150.0,100.0,,115.0,150.0,,115.0
CMPT,320,Social Implications,D100,LEC,BURNABY,,,145.0,,150.0,150.0,,150.0,150.0,150.0,,,,150.0,,,
CMPT,320,Social Implications,D100,LEC,SURREY,,,,,,,150.0,,,,,,,,,,
CMPT,320,Social Implications,E100,LEC,BURNABY,150.0,,,150.0,,,,,,,,,,,,,
CMPT,322W,Responsibility and Ethics,D100,LEC,SURREY,,130.0,,,,,,,,,,,,,,,
CMPT,340,Biomedical Computing,BLS1,OLC,BURNABY,,,,,,,,,,,,,,,,,150.0
