Subject,CatNbr,Course Title,Sect,Type,Location,Summer 2019,Fall 2019,Spring 2020,Summer 2020,Fall 2020,Spring 2021,Summer 2021,Fall 2021,Spring 2022,Summer 2022,Fall 2022,Spring 2023,Summer 2023,Fall 2023,Spring 2024,Summer 2024,Fall 2024
EDUC,471,Curriculum Development,OL04,OLC,BURNABY,,,,,,,,,,,,40.0,,,40.0,60.0,
EDUC,472,Elementary Language Arts,D100,LEC,DAW,,,,,,,,,,,,,,35.0,,,
EDUC,472,Elementary Language Arts,D100,OLC,FJO,,,,,,,,20.0,,,20.0,,,,,,
EDUC,472,Elementary Language Arts,D100,SEC,BURNABY,34.0,,,35.0,,,,,,,,,,,,,
EDUC,472,Elementary Language Arts,D100,SEM,BURNABY,,,,,,,36.0,,,,,,,,,40.0,
EDUC,472,Elementary Language Arts,D100,SEM,SURREY,,,,,,,,,,35.0,,,35.0,,,,
EDUC,472,Elementary Language Arts,D200,SEC,BURNABY,35.0,,,36.0,,,,,,,,,,,,,
EDUC,472,Elementary Language Arts,D200,SEM,BURNABY,,,,,,,36.0,,,35.0,,,35.0,,,40.0,
EDUC,472,Elementary Language Arts,D300,SEM,BURNABY,,,,,,,36.0,,,35.0,,,,,,,
EDUC,472,Elementary Language Arts,D300,SEM,FJO,,,,,,,,,,,,,,,,3.0,
EDUC,472,Elementary Language Arts,D400,SEC,SURREY,35.0,,,36.0,,,,,,,,,,,,,
EDUC,472,Elementary Language Arts,D400,SEM,BURNABY,,,,,,,,,,35.0,,,,,,,
EDUC,472,Elementary Language Arts,D400,SEM,SURREY,,,,,,,36.0,,,,,,,,,,
EDUC,472,Elementary Language Arts,E100,LEC,BURNABY,,,,,,,,,,,,,,,35.0,,
EDUC,472,Elementary Language Arts,E100,SEC,SURREY,,28.0,,,,,,,,,,,,,,,
EDUC,472,Elementary Language Arts,E100,SEM,BURNABY,,,,,,,,,,,,,35.0,,,,
EDUC,472,Elementary Language Arts,E100,SEM,SURREY,,,35.0,,,35.0,,,35.0,,,30.0,,,,,
EDUC,472,Elementary Language Arts,E200,SEC,SURREY,35.0,,,36.0,,,,,,,,,,,,,
EDUC,472,Elementary Language Arts,E200,SEM,SURREY,,,,,,,36.0,,,35.0,,,35.0,,,40.0,
EDUC,472,Elementary Language Arts,E300,SEM,BURNABY,,,,,,,,,,,,,35.0,,,40.0,
EDUC,473W,Designs for Learning: Reading,D100,SEM,BURNABY,,,,,,,,,,35.0,,,35.0,,,40.0,
EDUC,473W,Designs for Learning: Reading,D200,SEM,BURNABY,,,,,,,,,,,,,,,,40.0,
EDUC,473W,Designs for Learning: Reading,D300,SEM,BURNABY,,,,,,,,,,,,,,,,40.0,
EDUC,473W,Designs for Learning: Reading,E100,SEM,BURNABY,32.0,,,32.0,,,35.0,,,35.0,,,,,,,
EDUC,473W,Designs for Learning: Reading,E100,SEM,SURREY,,,,,,,,,,,,,35.0,,,,
EDUC,473W,Designs for Learning: Reading,E200,SEM,BURNABY,32.0,,,32.0,,,35.0,,,35.0,,,,,,,
EDUC,473W,Designs for Learning: Reading,E200,SEM,SURREY,,,,,,,,,,,,,35.0,,,,
EDUC,473W,Designs for Learning: Reading,E300,SEM,SURREY,32.0,,,32.0,,,35.0,,,35.0,,,35.0,,,40.0,
EDUC,473W,Designs for Learning: Reading,E400,SEM,BURNABY,,,,,,,,,,35.0,,,35.0,,,,
EDUC,474,Elementary Social Studies,D100,SEM,SURREY,34.0,,,,,,,,,,,,,,,,
EDUC,474,Elementary Social Studies,E100,SEM,SURREY,,,,35.0,,,36.0,,,,,,35.0,,,40.0,
EDUC,474,Elementary Social Studies,E200,SEM,BURNABY,,,,,,,,,,,,,35.0,,,,
EDUC,474,Elementary Social Studies,F100,SEM,BURNABY,22.0,,,22.0,,,22.0,,,15.0,,,15.0,,,40.0,
EDUC,475,Elementary Mathematics,D100,SEM,BURNABY,30.0,,,36.0,,,36.0,,,35.0,,,35.0,,,40.0,
EDUC,475,Elementary Mathematics,D100,SEM,FJO,,,,,,,,30.0,,,20.0,,,35.0,,,
EDUC,475,Elementary Mathematics,D200,SEM,BURNABY,,,,,,,,,,,,,,,,40.0,
EDUC,475,Elementary Mathematics,D200,SEM,SURREY,35.0,,,36.0,,,36.0,,,,,,,,,,
EDUC,475,Elementary Mathematics,D300,SEM,BURNABY,35.0,,,36.0,,,36.0,,,35.0,,,35.0,,,,
EDUC,475,Elementary Mathematics,D300,SEM,SURREY,,,,,,,,,,,,,,,,40.0,
EDUC,475,Elementary Mathematics,D400,SEM,BURNABY,35.0,,,36.0,,,35.0,,,35.0,,,,,,,
EDUC,475,Elementary Mathematics,D400,SEM,OFF,,,,,,,,,,,,,,,,3.0,
EDUC,475,Elementary Mathematics,D500,SEM,BURNABY,,,,,,,,,,35.0,,,,,,40.0,
EDUC,475,Elementary Mathematics,D600,SEM,BURNABY,,,,,,,36.0,,,35.0,,,,,,,
EDUC,475,Elementary Mathematics,D600,SEM,SURREY,,,,,,,,,,,,,,,,40.0,
EDUC,475,Elementary Mathematics,D700,SEM,BURNABY,,,,,,,36.0,,,,,,,,,,
EDUC,475,Elementary Mathematics,D800,SEM,BURNABY,,,,,,,,,,35.0,,,,,,,
EDUC,475,Elementary Mathematics,E100,SEM,BURNABY,34.0,,,36.0,,,36.0,,,35.0,,,35.0,,,,
EDUC,475,Elementary Mathematics,E100,SEM,SURREY,,,35.0,,,,,,,,,,,,,,
EDUC,475,Elementary Mathematics,E200,SEM,BURNABY,,,,,,,,,,,,,35.0,,,,
EDUC,475,Elementary Mathematics,E200,SEM,SURREY,34.0,,,36.0,,,36.0,,,34.0,,,,,,,
EDUC,475,Elementary Mathematics,E300,SEM,SURREY,,,,,,,,,,35.0,,,35.0,,,,
EDUC,475,Elementary Mathematics,E400,SEM,BURNABY,,,,,,,,,,,,,35.0,,,40.0,
EDUC,475,Elementary Mathematics,E500,SEM,SURREY,,,,,,,,,,,,,35.0,,,,
EDUC,475,Elementary Mathematics,F100,SEM,BURNABY,,,,30.0,,,30.0,,,15.0,,,,,,40.0,
EDUC,475,Elementary Mathematics,F200,SEM,BURNABY,30.0,,,,,,,,,,,,,,,,
EDUC,475,Elementary Mathematics,OL01,OLC,BURNABY,,,,,,,,,,,,,35.0,,,,
EDUC,476,Elementary Science,C100,OLC,BURNABY,,,,,,,45.0,,,,,,,,,,
EDUC,476,Elementary Science,C100,SEC,BURNABY,45.0,,,45.0,,,,,,,,,,,,,
EDUC,476,Elementary Science,C200,OLC,BURNABY,,,,,,,45.0,,,,,,,,,,
EDUC,476,Elementary Science,D100,SEM,BURNABY,,,,,,,,,,35.0,,,,,,40.0,
EDUC,476,Elementary Science,D100,SEM,FJO,30.0,,,,,,,,,,,,,,,,
EDUC,476,Elementary Science,E200,SEM,BURNABY,,,,,,,,,,20.0,,,20.0,,,,
EDUC,476,Elementary Science,F100,SEM,BURNABY,25.0,,,,,,25.0,,,15.0,,,,,,30.0,
EDUC,476,Elementary Science,F200,SEM,BURNABY,,,,25.0,,,,,,,,,,,,,
EDUC,476,Elementary Science,OL01,OLC,BURNABY,,,,,,,,,,,,,30.0,,,40.0,
EDUC,477,Designs for Learning: Art,D100,SEM,BURNABY,30.0,,,,,,,,,,,,35.0,,,40.0,
EDUC,477,Designs for Learning: Art,E100,SEM,BURNABY,,,,,,,36.0,,,35.0,,,,,,,
EDUC,477,Designs for Learning: Art,E200,SEM,BURNABY,,,,34.0,,,,,,,,,,,,,
EDUC,478,Designs for Learning: Music,D100,SEM,BURNABY,,,,,,,,,,,,,,,,34.0,
EDUC,478,Designs for Learning: Music,E100,SEM,BURNABY,30.0,,,30.0,,,30.0,,,,,,35.0,,,,
EDUC,478,Designs for Learning: Music,E200,SEM,BURNABY,,,,,,,,,,35.0,,,,,,,
EDUC,480,French As Second Language,D100,SEM,BURNABY,34.0,,,30.0,,,,,,,,,,,,,
EDUC,480,French As Second Language,E100,SEM,BURNABY,,,,,,,,,,34.0,,,,,,,
EDUC,480,French As Second Language,F100,SEM,BURNABY,5.0,,,5.0,,,5.0,,,,,,20.0,,,,
EDUC,480,French As Second Language,F200,SEM,BURNABY,8.0,,,15.0,,,15.0,,,15.0,,,20.0,,,30.0,
EDUC,480,French As Second Language,F300,SEM,BURNABY,,,,,,,,,,20.0,,,,,,,
EDUC,481,Fr.Immersion/Francophone Schl,F100,SEM,BURNABY,30.0,,,31.0,,,31.0,,,,,,15.0,,,30.0,
EDUC,481,Fr.Immersion/Francophone Schl,F200,SEM,BURNABY,25.0,,,20.0,,,20.0,,,20.0,,,15.0,,,30.0,
EDUC,481,Fr.Immersion/Francophone Schl,F300,SEM,BURNABY,,,,,,,,,,15.0,,,,,,,
EDUC,482,Information Technology,D100,SEM,BURNABY,30.0,,,30.0,,35.0,36.0,,,35.0,,,30.0,,,40.0,
EDUC,482,Information Technology,D200,SEM,SURREY,24.0,,,,,,,,,,,,,,,,
EDUC,482,Information Technology,E100,SEM,BURNABY,,,,,,,,,,,,,,,,,40.0
EDUC,483,Curriculum Studies,D100,SEM,SURREY,,,35.0,,,,,,35.0,,,,,,,,
EDUC,486,Special Topics,D200,SEM,BURNABY,,,,,,,,30.0,,,,,,,,,
EDUC,486,Special Topics,F100,SEM,BURNABY,,,,,,,,,,,30.0,,,15.0,,,
EDUC,490,Directed Study,D100,IND,BURNABY,,,,,,5.0,,1.0,5.0,,,,5.0,,,7.0,
EDUC,490,Directed Study,D100,SEC,BURNABY,5.0,,5.0,,,,,,,,,,,,,,
EDUC,490,Directed Study,D200,SEC,BURNABY,,,,5.0,,,,,,,,,,,,,
EDUC,490,Directed Study,D300,SEC,BURNABY,,,,6.0,,,,,,,,,,,,,
EDUC,490,Directed Study,D600,IND,BURNABY,,,,,,,,,,,1.0,,,,,,
EDUC,490,Directed Study,D600,SEC,BURNABY,5.0,,,,,,,,,,,,,,,,
EDUC,491,Directed Study,D100,IND,BURNABY,,,,,,,,,,,,,,,,2.0,
EDUC,491,Directed Study,D100,OLC,BURNABY,,,,1.0,,,,,,,,,,,,,
EDUC,492,Directed Study,D100,IND,BURNABY,,,,,,,,,1.0,,,,,,,,
EDUC,495,Special Topics,B100,SEM,SURREY,,,,,,,,,,,,20.0,,,,,
EDUC,495,Special Topics,D200,SEM,BURNABY,,,,,,,,,32.0,,,,,,,,
ENGL,111W,Literary Classics in English,D100,LEC,BURNABY,85.0,187.0,204.0,,289.0,238.0,,170.0,,,272.0,,,205.0,,204.0,238.0
ENGL,111W,Literary Classics in English,D900,LEC,SURREY,,102.0,,,,,,,,,,,,,102.0,,
ENGL,111W,Literary Classics in English,E100,LEC,HRBRCNTR,,23.0,,,,,,,,,,,,,,,
ENGL,111W,Literary Classics in English,J100,LEC,HRBRCNTR,,,23.0,,,,,,,,,,,,,,
ENGL,112W,Literature Now,B100,LEC,BURNABY,,,,,,,,,323.0,,,,,,,204.0,
ENGL,112W,Literature Now,B100,OLC,BURNABY,,,,,,,,,,,,,,,170.0,,
ENGL,112W,Literature Now,B200,LEC,SURREY,,,,,,,,,17.0,,,,,,,,
ENGL,112W,Literature Now,C100,OLC,BURNABY,,,,,60.0,,60.0,60.0,,60.0,60.0,60.0,,,,,
ENGL,112W,Literature Now,C100,SEC,BURNABY,,45.0,,,,,,,,,,,,,,,
ENGL,112W,Literature Now,D100,LEC,BURNABY,85.0,187.0,204.0,153.0,272.0,272.0,,289.0,,,,272.0,,,,,
ENGL,112W,Literature Now,D900,LEC,SURREY,,,,,102.0,,,,,,,,,,,,
ENGL,112W,Literature Now,OL01,OLC,BURNABY,,,,,,,,,,,,,60.0,,,,
ENGL,113W,Literature and Performance,D100,LEC,BURNABY,,187.0,,,,,,,306.0,,184.0,,204.0,,187.0,,238.0
ENGL,113W,Literature and Performance,D700,LEC,SURREY,,,,,,,,,,,51.0,,,,,,
ENGL,113W,Literature and Performance,D900,LEC,SURREY,51.0,,85.0,,,,,,,,,,,,,,
ENGL,113W,Literature and Performance,J100,LEC,HRBRCNTR,,,,,30.0,,,,,,,,,,,,
ENGL,114W,Language and Purpose,C100,OLC,BURNABY,,,,,,60.0,60.0,,,,,,,,,,
ENGL,114W,Language and Purpose,C100,SEC,BURNABY,45.0,,45.0,,,,,,,,,,,,,,
ENGL,114W,Language and Purpose,D100,LEC,BURNABY,,187.0,102.0,,,,,,306.0,150.0,136.0,238.0,,,,,221.0
ENGL,114W,Language and Purpose,D900,LEC,SURREY,,51.0,,85.0,,,,68.0,,,,102.0,,102.0,,,204.0
ENGL,115W,Literature and Culture,D100,LEC,BURNABY,,187.0,170.0,,272.0,272.0,,272.0,306.0,204.0,255.0,272.0,,238.0,204.0,,
ENGL,115W,Literature and Culture,D100,LEC,SURREY,,,,,,,170.0,,,,,,,,,,
ENGL,115W,Literature and Culture,D200,LEC,BURNABY,,,,,,,,,,,,,,238.0,,,
ENGL,115W,Literature and Culture,D900,LEC,SURREY,,,102.0,,,,,,,,,,,,,,
ENGL,115W,Literature and Culture,E100,LEC,HRBRCNTR,,,,,,30.0,,,,,,,,,,,
ENGL,121,STT-Literatures of Pandemic,D100,LEC,BURNABY,,,,,,100.0,,,,,,,,,,,
ENGL,199W,Writing to Persuade,C100,OLC,BURNABY,,,,,60.0,60.0,120.0,90.0,60.0,60.0,60.0,60.0,,,,,
ENGL,199W,Writing to Persuade,C100,SEC,BURNABY,45.0,45.0,60.0,60.0,,,,,,,,,,,,,
ENGL,199W,Writing to Persuade,D100,SEM,BURNABY,,,,,,30.0,,30.0,30.0,30.0,,30.0,30.0,18.0,30.0,,18.0
ENGL,199W,Writing to Persuade,D100,SEM,HRBRCNTR,,,,25.0,,,,,,,,,,,,,
ENGL,199W,Writing to Persuade,D200,SEM,BURNABY,,,,25.0,,,,,30.0,30.0,,30.0,,,,,
ENGL,199W,Writing to Persuade,D300,SEM,BURNABY,,,,,,,,,30.0,,,,,,,,
ENGL,199W,Writing to Persuade,E100,SEM,BURNABY,,,,,,,30.0,,,,30.0,,,,,,
ENGL,199W,Writing to Persuade,E100,SEM,HRBRCNTR,,,,,30.0,30.0,,,,,,,,,,,
ENGL,199W,Writing to Persuade,J100,SEM,HRBRCNTR,,17.0,,,,,,,,,,,,,,,
ENGL,199W,Writing to Persuade,OL01,OLC,BURNABY,,,,,,,,,,,,,60.0,90.0,90.0,,90.0
ENGL,199W,Writing to Persuade,OL02,OLC,BURNABY,,,,,,,,,,,,,60.0,,,,
ENGL,201,Medieval Literature,D100,LEC,BURNABY,,,60.0,,105.0,,,,,,,,,,,,
ENGL,201,Medieval Literature,E100,LEC,HRBRCNTR,,,,,,30.0,,,,,,,,,,,
ENGL,202,Environmental Imagination,B100,LEC,BURNABY,,,,,,,,,,,,,,,,,105.0
ENGL,202,Environmental Imagination,D100,LEC,BURNABY,,,,,,,,,,,,105.0,105.0,,,,
ENGL,203,Early Modern Literature,D100,LEC,BURNABY,,45.0,,,,60.0,105.0,,,,,,,,,,
ENGL,203,Early Modern Literature,D900,LEC,SURREY,,,,105.0,,,,,,,,,,,,,
ENGL,204,Reading Sexuality and Gender,D100,LEC,BURNABY,,,,,,,,,,,,,,,,105.0,
ENGL,204,Reading Sexuality and Gender,OL01,OLC,BURNABY,,,,,,,,,105.0,,,30.0,,,105.0,,
ENGL,205,Restoration-18th Century Lit,D100,LEC,BURNABY,,60.0,,105.0,105.0,,105.0,,,,,,,,,,
ENGL,205,Restoration-18th Century Lit,J100,LEC,HRBRCNTR,,,23.0,,,,,,,,,,,,,,
ENGL,206,19th C. Literatures in English,D100,LEC,BURNABY,60.0,,60.0,,,60.0,,,,,,,,,,,
ENGL,206,19th C. Literatures in English,J100,LEC,HRBRCNTR,,,,27.0,,,,,,,,,,,,,
ENGL,207,20th C. Literatures in English,C100,OLC,BURNABY,,,,,,60.0,,,,,,,,,,,
ENGL,207,20th C. Literatures in English,C100,SEC,BURNABY,,,60.0,,,,,,,,,,,,,,
ENGL,207,20th C. Literatures in English,D100,LEC,BURNABY,,,,,,,105.0,,,,,,,,,,
ENGL,207,20th C. Literatures in English,J100,LEC,SURREY,23.0,,,,,,,,,,,,,,,,
ENGL,208,21st Century Lit. in English,D100,LEC,BURNABY,,,,,105.0,,,,,,,,,,,,
ENGL,208,21st Century Lit. in English,D200,LEC,BURNABY,,60.0,,,,,,,,,,,,,,,
ENGL,209,"Race, Borders, Empire",D100,LEC,BURNABY,,,,,,,,90.0,105.0,,105.0,,,,105.0,,
ENGL,210,Reading Writing Identities,D100,LEC,BURNABY,,,,,,,,105.0,,105.0,,,,60.0,,,105.0
ENGL,211,Place of the Past,D100,LEC,BURNABY,,,,,,,,,105.0,105.0,78.0,75.0,105.0,105.0,60.0,,
ENGL,212,Metrics and Prosody,D100,LEC,BURNABY,,,69.0,,,,,,,,,,,,,,
ENGL,212,Metrics and Prosody,D100,SEM,BURNABY,,,,,,69.0,,,,,,,,,,,
ENGL,213,Reading Across Media,D100,LEC,BURNABY,,,,,,,,,,,,105.0,,,,,
ENGL,214,History/Principles of Rhetoric,D100,LEC,BURNABY,,,23.0,,30.0,,,23.0,,,23.0,,,27.0,30.0,,30.0
ENGL,216,Literary Criticism,D100,LEC,BURNABY,,23.0,,,23.0,,,23.0,,,,,,,,,23.0
ENGL,216,Literary Criticism,D100,SEM,BURNABY,,,,,,,,,,,23.0,,,,,,
ENGL,234,Metrics and Prosody,D100,LEC,BURNABY,,,,,,,,,69.0,,,,,,,,
ENGL,234,Metrics and Prosody,D100,SEM,BURNABY,,,,,,,,,,,,,,30.0,,,
ENGL,272,Creative Reading,D100,LEC,BURNABY,,,,,,,30.0,,,,,,,,,,18.0
ENGL,272,Creative Reading,D100,SEM,BURNABY,,,,,,,,,,30.0,,,,,,,
ENGL,272,Creative Reading,E100,SEM,BURNABY,,,,30.0,,,,,,,,,,18.0,,,
ENGL,300,Old English,D100,LEC,BURNABY,,30.0,,,,,,,,,,,,,,,
ENGL,300,Old English,D100,SEM,BURNABY,,,,,,,,,,,30.0,,,,,,
ENGL,304,Medieval Literature,D100,LEC,BURNABY,,30.0,,,30.0,,,,,,,,,,,,
ENGL,304,Medieval Literature,E100,SEM,BURNABY,,,,,,,30.0,,,,,,,,,,
ENGL,304,The Medieval World,D100,LEC,BURNABY,,,,,,,,,,,,,,,,,30.0
ENGL,304,The Medieval World,D100,SEM,BURNABY,,,,,,,,,,,,,,,30.0,,
ENGL,306,Chaucer,D100,SEM,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,306,Chaucer,J100,LEC,HRBRCNTR,28.0,,,,,,,,,,,,,,,,
ENGL,310,Early Modern Literature,D100,LEC,BURNABY,,,30.0,,,,,,,,,,,,,,
ENGL,310,Early Modern Literature,D100,SEM,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,310,Early Modern Words and Worlds,E100,SEM,BURNABY,,,,,,,,,,,,30.0,,,,,
ENGL,311,Early Shakespeare,D100,LEC,BURNABY,,69.0,,30.0,69.0,,,,,,,,,,,,
ENGL,311,Early Shakespeare,E100,SEM,HRBRCNTR,,,,,,30.0,,,,,,,,,,,
ENGL,312,Shakespeare and the Stage,D100,LEC,BURNABY,,,,,,,,69.0,30.0,,69.0,30.0,,,30.0,30.0,
ENGL,312,Shakespeare and the Stage,OL01,OLC,BURNABY,,,,,,,,,30.0,,,,,30.0,,,
ENGL,313,Late Shakespeare,C100,OLC,BURNABY,,,,,60.0,,60.0,,,,,,,,,,
ENGL,313,Late Shakespeare,C100,SEC,BURNABY,60.0,,,,,,,,,,,,,,,,
ENGL,313,Late Shakespeare,D100,LEC,BURNABY,,,60.0,,,69.0,,,,,,,,,,,
ENGL,315,17th Century Non-Dramatic Lit,D100,LEC,BURNABY,,30.0,,,,,,,,,,,,,,,
ENGL,315,17th Century Non-Dramatic Lit,J100,LEC,HRBRCNTR,,,,,30.0,,,,,,,,,,,,
ENGL,320,18 C.Literature (1660-1800),D100,LEC,BURNABY,,30.0,,,,,,,,,,,,,,,
ENGL,320,18 C.Literature (1660-1800),E100,LEC,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,320,18 C.Literature (1660-1800),E100,SEM,BURNABY,,,,,,,,30.0,,,,,,,,,
ENGL,320,Long 18 C. & the Romantic Era,D100,LEC,BURNABY,,,,,,,,,,,,,,,30.0,,30.0
ENGL,320,Long 18 C. & the Romantic Era,D100,SEM,BURNABY,,,,,,,,,30.0,,30.0,30.0,,30.0,,,
ENGL,322,18th C. Authors,D100,LEC,BURNABY,,,30.0,,30.0,,,,,,,,,,,,
ENGL,327,Romantic Literature,C100,OLC,BURNABY,,,,,60.0,,,,,,,,,,,,
ENGL,327,Romantic Literature,C100,SEC,BURNABY,,60.0,,,,,,,,,,,,,,,
ENGL,327,Romantic Literature,E100,SEM,HRBRCNTR,,,,,,,30.0,,,,,,,,,,
ENGL,330,The Long Nineteenth Century,D100,LEC,BURNABY,,,,,,,,,,30.0,,,,,,,
ENGL,330,The Long Nineteenth Century,OL01,OLC,BURNABY,,,,,,,,30.0,,,,,,,30.0,,
ENGL,340,20th C.British Lit.before 1945,D100,SEM,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,341,Mod and Contemp Britsh Lit,D100,LEC,BURNABY,,,,,,,,,,,,30.0,,,,,
ENGL,341,Mod and Contemp Britsh Lit,D100,SEM,BURNABY,,,,,,,,,,,,,30.0,,,,
ENGL,345,American Literatures,D100,LEC,BURNABY,,,,,,,,,30.0,,,,,,30.0,,
ENGL,347,American Lit. before 1900,D100,LEC,BURNABY,,,,,30.0,,,,,,,,,,,,
ENGL,349,American Lit. since 1900,D100,SEM,BURNABY,,,,,,,30.0,,,,,,,,,,
ENGL,354,Canadian Lit  before 1920,D100,LEC,BURNABY,,,,30.0,,,,,,,,,,,,,
ENGL,355,Canadian Literatures,C100,OLC,BURNABY,,,,,,,,45.0,,60.0,60.0,60.0,,,,,
ENGL,355,Canadian Literatures,C200,OLC,BURNABY,,,,,,,,,,60.0,60.0,,,,,,
ENGL,355,Canadian Literatures,D100,LEC,BURNABY,,,,,,,,,,,,30.0,,30.0,30.0,,
ENGL,355,Canadian Literatures,E100,LEC,BURNABY,,,,,,,,30.0,30.0,,,,,,,,
ENGL,355,Canadian Literatures,E100,SEM,BURNABY,,,,,,,,,,,,,,,,,30.0
ENGL,355,Canadian Literatures,OL01,OLC,BURNABY,,,,,,,,,,,,,60.0,,,,
ENGL,355,Canadian Literatures,OL02,OLC,BURNABY,,,,,,,,,,,,,60.0,,,,
ENGL,357,Canadian Lit. since 1920,E100,SEM,HRBRCNTR,,,,,,30.0,,,,,,,,,,,
ENGL,359,Literature of British Columbia,C100,OLC,BURNABY,,,,,,60.0,90.0,,,,,,,,,,
ENGL,359,Literature of British Columbia,D100,LEC,BURNABY,,,,,30.0,,,,,,,,,,,,
ENGL,359,Literature of British Columbia,E100,LEC,BURNABY,,,30.0,,,,,,,,,,,,,,
ENGL,359,Literature of British Columbia,J100,SEM,HRBRCNTR,,30.0,,,,,,,,,,,,,,,
ENGL,360,Indigenous Popular Writing,D100,LEC,BURNABY,,10.0,,,,,,,25.0,,,,,,,30.0,15.0
ENGL,360,Indigenous Popular Writing,D100,LEC,HRBRCNTR,,,,30.0,,,,,,,,,,,,,
ENGL,361,Diaspora Lit. in English,D100,LEC,BURNABY,,,,,,,,,,30.0,,,,,,,
ENGL,361,Diaspora Lit. in English,D100,SEM,BURNABY,,,,,,,,,,,,,,30.0,30.0,,
ENGL,361,Diaspora Lit. in English,D200,SEM,BURNABY,,,,,,,,,,,25.0,,,,,,
ENGL,362,Transnational Lit,D100,LEC,BURNABY,,,,,,,,,,,,30.0,,30.0,,,30.0
ENGL,362,Transnational Lit,E100,LEC,BURNABY,,,,,,,,30.0,,,,,,,,,
ENGL,363,Studies in Media Cultures,D100,LEC,BURNABY,,,,,,,,,,,,67.0,,,,,
ENGL,363,Studies in Media Cultures,D100,SEM,BURNABY,,,,,,,,,,,,,,,,30.0,
ENGL,363,Studies in Media Cultures,E100,LEC,BURNABY,,,,,,,,,,,,,,,69.0,,
ENGL,364,Literary Criticism,D100,LEC,BURNABY,,,,,,,,,30.0,,,30.0,,,,,
ENGL,364,Literary Criticism,D100,SEM,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,364,Literary Criticism,E100,LEC,BURNABY,,,,,,,,,,,,,,,30.0,,
ENGL,364,Literary Criticism,E100,LEC,HRBRCNTR,,,27.0,,,,,,,,,,,,,,
ENGL,371,Writing: Theory and Practice,D100,LEC,BURNABY,,,,,,,,,,,,17.0,,17.0,,,
ENGL,371,Writing: Theory and Practice,D100,LEC,HRBRCNTR,,17.0,,,,,,,,,,,,,,,
ENGL,371,Writing: Theory and Practice,D100,SEM,BURNABY,,,,,,,,,17.0,,,,17.0,,,,
ENGL,371,Writing: Theory and Practice,E100,SEM,BURNABY,,,,,,,,,,,17.0,,,,,,
ENGL,372,Creative Writing I: Poetry,D100,SEM,BURNABY,,,,,,,,18.0,,,,18.0,,,,,
ENGL,372,Creative Writing I: Poetry,E100,SEM,BURNABY,,,,,,,,,,,,,,,18.0,,18.0
ENGL,374,Creative Writing II: Fiction,D100,SEM,BURNABY,,,,,,,,,18.0,,,,,18.0,,,
ENGL,374,Creative Writing II: Fiction,E100,LEC,BURNABY,,,,,18.0,,,,,,18.0,,,,,,
ENGL,374,Creative Writing II: Fiction,E100,SEM,BURNABY,,,,,,18.0,,,,,,,,,,,
ENGL,375,Studies in Rhetoric,D100,LEC,BURNABY,,,,,,,,,,,,,,,18.0,,30.0
ENGL,375,Studies in Rhetoric,D100,SEM,BURNABY,,,,,,30.0,,,,,,,,,,,
ENGL,376,Special Studies,D100,LEC,BURNABY,,,,,,,,,69.0,,,,30.0,,,,30.0
ENGL,376,Special Studies,D100,SEM,BURNABY,,,,,,,,,,,,30.0,,,,,
ENGL,376,Special Studies,D200,LEC,BURNABY,,,,,,,,,,,,,,,,,30.0
ENGL,376,Special Studies,E100,LEC,BURNABY,69.0,,,,,,,,,30.0,,,,,,,
ENGL,376,Special Studies,J100,LEC,HRBRCNTR,,,,30.0,,,,,,,,,,,,,
ENGL,377,Field School I,D100,FLD,FRA,15.0,,,,,,,,,,,,,,,,
ENGL,378,Field School II,D100,FLD,FRA,15.0,,,,,,,,,,,,,,,,
ENGL,383,Popular Literature and Culture,D100,LEC,BURNABY,,30.0,,,,,69.0,30.0,,,,,,,30.0,69.0,
ENGL,383,Popular Literature and Culture,E100,LEC,BURNABY,,,,,,,,,,,,,,69.0,,,
ENGL,383,Popular Literature and Culture,E100,SEM,BURNABY,,,,,,,,,,,30.0,,30.0,,,,30.0
ENGL,385,"Across Time, Across Space",D100,LEC,BURNABY,,,,,,,,,,,,,,,,,65.0
ENGL,385,"Across Time, Across Space",D100,SEM,BURNABY,,,30.0,,,,,30.0,,,30.0,,,,,27.0,
ENGL,385,"Across Time, Across Space",E100,LEC,BURNABY,,,,,,,,,,,,,,,30.0,,
ENGL,385,"Across Time, Across Space",E100,SEM,HRBRCNTR,,,,,,30.0,,,,,,,,,,,
ENGL,387,Studies-Children's Literature,D100,LEC,BURNABY,,30.0,,,30.0,,,,,,,,,,,,
ENGL,387,Studies-Children's Literature,D100,SEM,BURNABY,,,,,,,,30.0,,,,,,30.0,,30.0,
ENGL,394,Asian Diasporic Literature,E100,LEC,HRBRCNTR,30.0,,,,,,,,,,,,,,,,
ENGL,398,Major Authors for Non-Majors,D100,LEC,BURNABY,30.0,,,30.0,30.0,,,,,,,,,30.0,,,
ENGL,400W,Advanced Old English,D100,SEM,BURNABY,,,18.0,,,,,,,,,,,,,,
ENGL,400W,Sem. in Advanced Old English,D100,SEM,BURNABY,,,,,,,,,,,,18.0,,,,,
